pose_type
0.002,0.642218,0.091542,-0.00351317,-0.318329,0.69701,-0.539868,-0.348406
0.004,0.642194,0.0915567,-0.00354096,-0.318356,0.697006,-0.539832,-0.348445
0.006,0.642193,0.091545,-0.00352163,-0.318365,0.696972,-0.539849,-0.348478
0.008,0.642195,0.0915297,-0.00354201,-0.318382,0.696955,-0.53986,-0.34848
0.01,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.012,0.642193,0.0915649,-0.00352634,-0.318364,0.697008,-0.539838,-0.348423
0.014,0.642191,0.0915802,-0.00354096,-0.318363,0.697016,-0.539819,-0.348439
0.016,0.642216,0.0915573,-0.00352778,-0.318327,0.697018,-0.539848,-0.348422
0.018,0.642212,0.0915608,-0.00352307,-0.318334,0.696992,-0.539846,-0.348471
0.02,0.642216,0.0915573,-0.00352778,-0.318327,0.697018,-0.539848,-0.348422
0.022,0.642212,0.0915808,-0.00352778,-0.318333,0.697027,-0.539836,-0.348416
0.024,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.026,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.028,0.642193,0.0915649,-0.00352634,-0.318364,0.697008,-0.539838,-0.348423
0.03,0.642216,0.0915773,-0.00353249,-0.318326,0.697053,-0.539838,-0.348367
0.032,0.642218,0.091542,-0.00351317,-0.318329,0.69701,-0.539868,-0.348406
0.034,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.036,0.642194,0.0915567,-0.00354096,-0.318356,0.697006,-0.539832,-0.348445
0.038,0.642194,0.0915567,-0.00354096,-0.318356,0.697006,-0.539832,-0.348445
0.04,0.642196,0.0915625,-0.00354411,-0.318307,0.697004,-0.539858,-0.348453
0.042,0.642215,0.0915655,-0.00354816,-0.31835,0.69701,-0.539847,-0.348419
0.044,0.642195,0.0915496,-0.00354672,-0.318381,0.696991,-0.539849,-0.348425
0.046,0.642191,0.0915802,-0.00354096,-0.318363,0.697016,-0.539819,-0.348439
0.048,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.05,0.642193,0.0915649,-0.00352634,-0.318364,0.697008,-0.539838,-0.348423
0.052,0.642198,0.0915472,-0.0035295,-0.318309,0.696997,-0.539877,-0.348436
0.054,0.642196,0.0915625,-0.00354411,-0.318307,0.697004,-0.539858,-0.348453
0.056,0.642216,0.0915573,-0.00352778,-0.318327,0.697018,-0.539848,-0.348422
0.058,0.642194,0.0915567,-0.00354096,-0.318356,0.697006,-0.539832,-0.348445
0.06,0.642187,0.0915837,-0.00353625,-0.31837,0.69699,-0.539817,-0.348488
0.062,0.642187,0.0915837,-0.00350125,-0.318355,0.696999,-0.539825,-0.34847
0.064,0.642165,0.0915831,-0.00354942,-0.318399,0.696978,-0.5398,-0.348511
0.066,0.642194,0.0915567,-0.00354096,-0.318356,0.697006,-0.539832,-0.348445
0.068,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.07,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.072,0.642193,0.091545,-0.00352163,-0.318365,0.696972,-0.539849,-0.348478
0.074,0.642213,0.0915398,-0.0035053,-0.318385,0.696986,-0.53984,-0.348447
0.076,0.642191,0.0915802,-0.00354096,-0.318363,0.697016,-0.539819,-0.348439
0.078,0.642191,0.0915802,-0.00354096,-0.318363,0.697016,-0.539819,-0.348439
0.08,0.642191,0.0915802,-0.00354096,-0.318363,0.697016,-0.539819,-0.348439
0.082,0.642174,0.0915608,-0.00354422,-0.318387,0.697022,-0.539824,-0.348397
0.084,0.642174,0.0915408,-0.00353952,-0.318387,0.696986,-0.539834,-0.348452
0.086,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.088,0.642193,0.0915649,-0.00352634,-0.318364,0.697008,-0.539838,-0.348423
0.09,0.642189,0.0915684,-0.00352163,-0.318371,0.696982,-0.539836,-0.348472
0.092,0.642196,0.0915414,-0.00352634,-0.318358,0.696998,-0.539851,-0.348429
0.094,0.642189,0.0915955,-0.00352058,-0.318346,0.697033,-0.539808,-0.348437
0.096,0.642169,0.0915796,-0.00355413,-0.318392,0.697004,-0.539802,-0.348462
0.098,0.642171,0.0915643,-0.00353952,-0.318394,0.696996,-0.539822,-0.348446
0.1,0.642173,0.091535,-0.00353636,-0.318436,0.696988,-0.539808,-0.348444
0.102,0.642191,0.0915591,-0.00352319,-0.318413,0.697009,-0.539813,-0.348415
0.104,0.642174,0.0915408,-0.00353952,-0.318387,0.696986,-0.539834,-0.348452
0.106,0.642174,0.0915408,-0.00353952,-0.318387,0.696986,-0.539834,-0.348452
0.108,0.642169,0.0915585,-0.00353636,-0.318425,0.697025,-0.53976,-0.348455
0.11,0.642169,0.0915796,-0.00355413,-0.318374,0.697031,-0.539766,-0.348479
0.112,0.642193,0.0915649,-0.00352634,-0.318346,0.697036,-0.539803,-0.348439
0.114,0.642168,0.0915678,-0.00353481,-0.318383,0.696998,-0.539783,-0.348511
0.116,0.642174,0.0915408,-0.00353952,-0.318387,0.696986,-0.539834,-0.348452
0.118,0.642168,0.0915678,-0.00353481,-0.318383,0.696998,-0.539783,-0.348511
0.12,0.642171,0.0915444,-0.00353481,-0.318377,0.696988,-0.539796,-0.348517
0.122,0.642171,0.0915643,-0.00353952,-0.318376,0.697024,-0.539786,-0.348462
0.124,0.642173,0.091535,-0.00353636,-0.318418,0.697015,-0.539773,-0.348461
0.126,0.642173,0.091535,-0.00353636,-0.318418,0.697015,-0.539773,-0.348461
0.128,0.642169,0.0915385,-0.00353165,-0.318408,0.697017,-0.539735,-0.348526
0.13,0.642171,0.0915444,-0.00353481,-0.318359,0.697016,-0.53976,-0.348533
0.132,0.642168,0.0915678,-0.00353481,-0.318365,0.697026,-0.539748,-0.348528
0.134,0.642168,0.0915678,-0.00353481,-0.318347,0.697053,-0.539712,-0.348544
0.136,0.642169,0.0915585,-0.00353636,-0.318389,0.697081,-0.539688,-0.348487
0.138,0.642167,0.0915738,-0.00355097,-0.318387,0.697088,-0.539669,-0.348504
0.14,0.642173,0.091535,-0.00353636,-0.318383,0.697071,-0.539701,-0.348493
0.142,0.642168,0.0915327,-0.0035285,-0.318421,0.697074,-0.539637,-0.348551
0.144,0.642171,0.0915233,-0.00355203,-0.318389,0.697055,-0.539674,-0.348561
0.146,0.642175,0.0915197,-0.00355674,-0.318382,0.697081,-0.539676,-0.348512
0.148,0.64217,0.0915503,-0.00355097,-0.318345,0.697134,-0.53961,-0.348542
0.15,0.642173,0.091535,-0.00353636,-0.318347,0.697126,-0.539629,-0.348526
0.152,0.642146,0.0915321,-0.00354167,-0.318414,0.697117,-0.539549,-0.348607
0.154,0.642151,0.0915344,-0.00354953,-0.318358,0.697142,-0.539577,-0.348565
0.156,0.642173,0.091535,-0.00353636,-0.318329,0.697154,-0.539594,-0.348542
0.158,0.642149,0.0915497,-0.00356415,-0.318339,0.697177,-0.539522,-0.348598
0.16,0.642154,0.0915309,-0.00355424,-0.318333,0.697196,-0.539543,-0.348533
0.162,0.642149,0.0915497,-0.00356415,-0.318321,0.697205,-0.539486,-0.348614
0.164,0.642151,0.0915344,-0.00354953,-0.318323,0.697197,-0.539505,-0.348598
0.166,0.642151,0.0915344,-0.00354953,-0.318323,0.697197,-0.539505,-0.348598
0.168,0.642153,0.0915402,-0.00355269,-0.318274,0.697196,-0.539531,-0.348606
0.17,0.642149,0.0915437,-0.00354798,-0.318281,0.69717,-0.539529,-0.348655
0.172,0.642155,0.0915249,-0.00357307,-0.318272,0.697207,-0.539506,-0.348624
0.174,0.642131,0.0915185,-0.00358308,-0.318351,0.697196,-0.539464,-0.348639
0.176,0.64213,0.0915127,-0.00357992,-0.318382,0.697225,-0.539402,-0.348648
0.178,0.642132,0.0915104,-0.0035627,-0.31831,0.697231,-0.53943,-0.34866
0.18,0.642129,0.0915338,-0.0035627,-0.318298,0.697269,-0.539381,-0.34867
0.182,0.642133,0.0915303,-0.00356741,-0.318291,0.697295,-0.539383,-0.348621
0.184,0.642129,0.0915338,-0.0035627,-0.318298,0.697269,-0.539381,-0.34867
0.186,0.642127,0.0915491,-0.00357732,-0.318297,0.697276,-0.539362,-0.348686
0.188,0.642129,0.0915338,-0.0035627,-0.31828,0.697296,-0.539345,-0.348686
0.19,0.642131,0.0915396,-0.00356586,-0.318231,0.697295,-0.539371,-0.348694
0.192,0.642126,0.0915373,-0.00355799,-0.318287,0.69727,-0.539343,-0.348735
0.194,0.642126,0.0915373,-0.00355799,-0.318287,0.69727,-0.539343,-0.348735
0.196,0.642124,0.0915315,-0.00355484,-0.318336,0.697272,-0.539317,-0.348728
0.198,0.642124,0.0915315,-0.00355484,-0.318336,0.697272,-0.539317,-0.348728
0.2,0.642124,0.0915315,-0.00355484,-0.318336,0.697272,-0.539317,-0.348728
0.202,0.642127,0.091528,-0.00355955,-0.318329,0.697298,-0.539319,-0.348679
0.204,0.642107,0.0915332,-0.00357587,-0.31831,0.697284,-0.539328,-0.348709
0.206,0.642109,0.0915179,-0.00359625,-0.318326,0.697267,-0.539339,-0.348711
0.208,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.21,0.642127,0.091528,-0.00355955,-0.318329,0.697298,-0.539319,-0.348679
0.212,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.214,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.216,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.218,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.22,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.222,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.224,0.642106,0.0915274,-0.00357271,-0.318359,0.697286,-0.539303,-0.348702
0.226,0.642104,0.0915216,-0.00356956,-0.318408,0.697287,-0.539277,-0.348694
0.228,0.642104,0.0915216,-0.00356956,-0.318408,0.697287,-0.539277,-0.348694
0.23,0.642102,0.0915309,-0.00356801,-0.318366,0.69726,-0.5393,-0.348751
0.232,0.642102,0.0915309,-0.00356801,-0.318366,0.69726,-0.5393,-0.348751
0.234,0.642107,0.0915332,-0.00357587,-0.31831,0.697284,-0.539328,-0.348709
0.236,0.642099,0.0915544,-0.00356801,-0.318372,0.69727,-0.539288,-0.348745
0.238,0.642104,0.0915156,-0.00358838,-0.318383,0.697243,-0.539311,-0.348753
0.24,0.642103,0.0915098,-0.00355024,-0.318416,0.697254,-0.539294,-0.348727
0.242,0.642102,0.0915309,-0.00356801,-0.318366,0.69726,-0.5393,-0.348751
0.244,0.642104,0.0915156,-0.00355339,-0.318367,0.697252,-0.53932,-0.348734
0.246,0.642107,0.0915332,-0.00357587,-0.31831,0.697284,-0.539328,-0.348709
0.248,0.642084,0.0915268,-0.00358588,-0.318388,0.697274,-0.539286,-0.348725
0.25,0.642104,0.0915356,-0.00359309,-0.318382,0.697278,-0.539301,-0.348698
